AÑO,SEMESTRE,TRIMESTRE,DPTO,MUNICIPIO,ESPECIE,TIPO PRODUCTO,FUENTE,VOLUMEN M3
2017,I,II,Norte De Santander,Salazar,Cedrela odorata L.,Otros,ICA,3
2017,I,II,Norte De Santander,Salazar,Pinus patula,Bloque,ICA,12
2017,I,II,Norte De Santander,Salazar,Pinus patula,Otros,ICA,9
2017,I,II,Norte De Santander,Sardinata,Terminalia ivorensis,Otros,ICA,6
2017,I,II,Putumayo,Colón,Pinus patula,Cercos,ICA,7
2017,I,II,Putumayo,San Miguel (La Dorada),Gmelina arborea,Bloque,ICA,5
2017,I,II,Quindío,Armenia,Eucalyptus grandis,Bloque,ICA,31
2017,I,II,Quindío,Armenia,Eucalyptus grandis,Madera troceada,ICA,10
2017,I,II,Quindío,Armenia,Eucalyptus grandis,Otros,ICA,5
2017,I,II,Quindío,Armenia,Eucalyptus grandis,Rolliza,ICA,8
2017,I,II,Quindío,Calarcá,Eucalyptus grandis,Bloque,ICA,24
2017,I,II,Quindío,Calarcá,Eucalyptus grandis,Otros,ICA,8
2017,I,II,Quindío,Calarcá,Eucalyptus grandis,Postes,ICA,16
2017,I,II,Quindío,Calarcá,Eucalyptus grandis,Tabla,ICA,188
2017,I,II,Quindío,Calarcá,Pinus patula,Bloque,ICA,12
2017,I,II,Quindío,Circasia,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,68
2017,I,II,Quindío,Circasia,Eucalyptus grandis,Bloque,ICA,72
2017,I,II,Quindío,Circasia,Eucalyptus grandis,Madera troceada,ICA,6
2017,I,II,Quindío,Circasia,Pinus patula,Bloque,ICA,30
2017,I,II,Quindío,Filandia,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,22
2017,I,II,Quindío,Filandia,Eucalyptus grandis,Bloque,ICA,36
2017,I,II,Quindío,Filandia,Eucalyptus grandis,Rolliza,ICA,16
2017,I,II,Quindío,Génova,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,24
2017,I,II,Quindío,Génova,Eucalyptus grandis,Bloque,ICA,158
2017,I,II,Quindío,Génova,Eucalyptus grandis,Madera troceada,ICA,8
2017,I,II,Quindío,Génova,Eucalyptus grandis,Postes,ICA,7
2017,I,II,Quindío,Génova,Eucalyptus grandis,Rolliza,ICA,520
2017,I,II,Quindío,Montenegro,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,24
2017,I,II,Quindío,Pijao,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,36
2017,I,II,Quindío,Pijao,Cupressus lusitanica Mill.,Madera troceada,ICA,6
2017,I,II,Quindío,Pijao,Cupressus lusitanica Mill.,Otros,ICA,12
2017,I,II,Quindío,Pijao,Cupressus lusitanica Mill.,Tabla,ICA,18
2017,I,II,Quindío,Pijao,Eucalyptus grandis,Bloque,ICA,39
2017,I,II,Quindío,Pijao,Eucalyptus grandis,Madera troceada,ICA,10
2017,I,II,Quindío,Pijao,Pinus patula,Madera troceada,ICA,384
2017,I,II,Quindío,Quimbaya,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,60
2017,I,II,Quindío,Salento,Cupressus lusitanica Mill.,Bloque,ICA,23
2017,I,II,Quindío,Salento,Eucalyptus grandis,Bloque,ICA,169
2017,I,II,Quindío,Salento,Eucalyptus grandis,Madera troceada,ICA,12
2017,I,II,Quindío,Salento,Eucalyptus grandis,Postes,ICA,5
2017,I,II,Quindío,Salento,Eucalyptus grandis,Pulpa,ICA,6643
2017,I,II,Quindío,Salento,Eucalyptus grandis,Rolliza,ICA,12
2017,I,II,Quindío,Salento,Pinus oocarpa,Bloque,ICA,141
2017,I,II,Quindío,Salento,Pinus patula,Madera troceada,ICA,424
2017,I,II,Quindío,Salento,Pinus patula,Pulpa,ICA,3965
2017,I,II,Quindío,Salento,Pinus patula,Rolliza,ICA,30
2017,I,II,Risaralda,Apía,Eucalyptus grandis,Bloque,ICA,91
2017,I,II,Risaralda,Apía,Eucalyptus grandis,Madera troceada,ICA,16
2017,I,II,Risaralda,Apía,Eucalyptus grandis,Otros,ICA,24
2017,I,II,Risaralda,Apía,Eucalyptus grandis,Palanca de Mina,ICA,48
2017,I,II,Risaralda,Apía,Eucalyptus grandis,Postes,ICA,30
2017,I,II,Risaralda,Belén de Umbría,Cedrela odorata L.,Bloque,ICA,95
2017,I,II,Risaralda,Belén de Umbría,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,14
2017,I,II,Risaralda,Belén de Umbría,Eucalyptus grandis,Bloque,ICA,16
2017,I,II,Risaralda,Belén de Umbría,Eucalyptus grandis,Otros,ICA,42
2017,I,II,Risaralda,Dosquebradas,Cupressus lusitanica var. benthami,Bloque,ICA,17
2017,I,II,Risaralda,Dosquebradas,Eucalyptus grandis,Bloque,ICA,19
2017,I,II,Risaralda,Guática,Cordia alliodora (Ruiz & Pav.) Oken,Palanca de Mina,ICA,6
2017,I,II,Risaralda,Guática,Eucalyptus grandis,Palanca de Mina,ICA,88
2017,I,II,Risaralda,Guática,Eucalyptus grandis,Postes,ICA,34
2017,I,II,Risaralda,La Celia,Eucalyptus grandis,Bloque,ICA,12
2017,I,II,Risaralda,La Celia,Eucalyptus grandis,Cercos,ICA,6
2017,I,II,Risaralda,La Celia,Eucalyptus grandis,Postes,ICA,13
2017,I,II,Risaralda,Marsella,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,16
2017,I,II,Risaralda,Marsella,Cordia alliodora (Ruiz & Pav.) Oken,Otros,ICA,4
2017,I,II,Risaralda,Marsella,Eucalyptus grandis,Bloque,ICA,2
2017,I,II,Risaralda,Marsella,Eucalyptus grandis,Postes,ICA,2
2017,I,II,Risaralda,Mistrató,Eucalyptus grandis,Bloque,ICA,570
2017,I,II,Risaralda,Mistrató,Eucalyptus grandis,Otros,ICA,64
2017,I,II,Risaralda,Mistrató,Eucalyptus grandis,Palanca de Mina,ICA,417
2017,I,II,Risaralda,Pereira,Eucalyptus grandis,Bloque,ICA,22
2017,I,II,Risaralda,Pereira,Eucalyptus grandis,Cercos,ICA,4
2017,I,II,Risaralda,Pereira,Eucalyptus grandis,Postes,ICA,6
2017,I,II,Risaralda,Pereira,Eucalyptus grandis,Pulpa,ICA,5085
2017,I,II,Risaralda,Pereira,Pinus maximinoi H.E. Moore,Pulpa,ICA,203
2017,I,II,Risaralda,Pereira,Tectona grandis L. Fil,Postes,ICA,4
2017,I,II,Risaralda,Pereira,Tectona grandis L. Fil,Rolliza,ICA,30
2017,I,II,Risaralda,Pueblo Rico,Eucalyptus spp,Palanca de Mina,ICA,255
2017,I,II,Risaralda,Pueblo Rico,Eucalyptus spp,Rolliza,ICA,15
2017,I,II,Risaralda,Quinchía,Cordia alliodora (Ruiz & Pav.) Oken,Tabla,ICA,2
2017,I,II,Risaralda,Quinchía,Eucalyptus grandis,Bloque,ICA,8
2017,I,II,Risaralda,Quinchía,Eucalyptus grandis,Otros,ICA,2
2017,I,II,Risaralda,Quinchía,Pinus maximinoi H.E. Moore,Pulpa,ICA,290
2017,I,II,Risaralda,Quinchía,Pinus maximinoi H.E. Moore,Rolliza,ICA,263
2017,I,II,Risaralda,Quinchía,Pinus patula,Bloque,ICA,689
2017,I,II,Risaralda,Quinchía,Pinus patula,Pulpa,ICA,2547
2017,I,II,Risaralda,Quinchía,Pinus patula,Rolliza,ICA,446
2017,I,II,Risaralda,Quinchía,Pinus patula,Tabla,ICA,96
2017,I,II,Risaralda,Santa Rosa De Cabal,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,8
2017,I,II,Risaralda,Santa Rosa De Cabal,Cupressus lusitanica Mill.,Bloque,ICA,1
2017,I,II,Risaralda,Santa Rosa De Cabal,Eucalyptus grandis,Bloque,ICA,18
2017,I,II,Risaralda,Santa Rosa De Cabal,Eucalyptus grandis,Otros,ICA,41
2017,I,II,Risaralda,Santa Rosa De Cabal,Eucalyptus grandis,Postes,ICA,18
2017,I,II,Risaralda,Santa Rosa De Cabal,Eucalyptus grandis,Pulpa,ICA,14789
2017,I,II,Risaralda,Santuario,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,34
2017,I,II,Risaralda,Santuario,Cordia alliodora (Ruiz & Pav.) Oken,Otros,ICA,5
2017,I,II,Risaralda,Santuario,Eucalyptus grandis,Bloque,ICA,13
2017,I,II,Risaralda,Santuario,Eucalyptus grandis,Tabla,ICA,14
2017,I,II,Santander,Cimitarra,Gmelina arborea,Bloque,ICA,30
2017,I,II,Santander,Curití,Cupressus lusitanica Mill.,Otros,ICA,30
2017,I,II,Santander,Curití,Cupressus lusitanica Mill.,Rolliza,ICA,15
2017,I,II,Santander,Gambita,Pinus patula,Bloque,ICA,18
2017,I,II,Santander,Macaravita,Pinus patula,Bloque,ICA,180
2017,I,II,Santander,Matanza,Eucalyptus spp,Rolliza,ICA,36
2017,I,II,Santander,Matanza,Pinus sp.,Bloque,ICA,171
2017,I,II,Santander,Matanza,Pinus sp.,Palanca de Mina,ICA,15
2017,I,II,Santander,Matanza,Pinus sp.,Rolliza,ICA,150
2017,I,II,Santander,Mogotes,Cupressus lusitanica Mill.,Bloque,ICA,15
2017,I,II,Santander,Páramo,Pinus patula,Otros,ICA,29
2017,I,II,Santander,Páramo,Pinus patula,Rolliza,ICA,16
2017,I,II,Santander,Pinchote,Cupressus lusitanica Mill.,Rolliza,ICA,2
2017,I,II,Santander,Puente Nacional,Cupressus lusitanica Mill.,Bloque,ICA,37
2017,I,II,Santander,Puente Nacional,Eucalyptus globulus,Bloque,ICA,12
2017,I,II,Santander,Rionegro,Pinus patula,Bloque,ICA,16
2017,I,II,Santander,Rionegro,Pinus patula,Postes,ICA,41
2017,I,II,Santander,Sabana De Torres,Cordia gerascanthus,Bloque,ICA,33
2017,I,II,Santander,San Gil,Pinus sp.,Otros,ICA,29
2017,I,II,Santander,San Gil,Pinus sp.,Rolliza,ICA,10
2017,I,II,Santander,San Vicente de Chucurí,Cordia gerascanthus,Bloque,ICA,1587
2017,I,II,Santander,San Vicente de Chucurí,Cordia gerascanthus,Otros,ICA,38
2017,I,II,Santander,San Vicente de Chucurí,Cordia gerascanthus,Postes,ICA,10
2017,I,II,Santander,San Vicente de Chucurí,Cordia gerascanthus,Rolliza,ICA,12
2017,I,II,Santander,Surata,Alnus jorullensis HBK.,Bloque,ICA,28
2017,I,II,Santander,Surata,Alnus jorullensis HBK.,Palanca de Mina,ICA,36
2017,I,II,Santander,Surata,Eucalyptus spp,Palanca de Mina,ICA,4
2017,I,II,Santander,Surata,Pinus patula,Bloque,ICA,81
2017,I,II,Santander,Surata,Pinus patula,Palanca de Mina,ICA,22
2017,I,II,Santander,Vélez,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,20
2017,I,II,Santander,Vélez,Erythrina fusca,Bloque,ICA,5
2017,I,II,Santander,Vélez,Schizolobium parahyba,Bloque,ICA,22
2017,I,II,Santander,Vélez,Tabebuia rosea,Bloque,ICA,5
2017,I,II,Santander,Vetas,Cupressus lusitanica Mill.,Bloque,ICA,60
2017,I,II,Santander,Vetas,Cupressus lusitanica Mill.,Palanca de Mina,ICA,18
2017,I,II,Santander,Vetas,Pinus patula,Bloque,ICA,30
2017,I,II,Santander,Zapatoca,Eucalyptus grandis,Rolliza,ICA,21
2017,I,II,Santander,Zapatoca,Pinus patula,Bloque,ICA,648
2017,I,II,Santander,Zapatoca,Pinus patula,Otros,ICA,7
2017,I,II,Santander,Zapatoca,Pinus patula,Palanca de Mina,ICA,291
2017,I,II,Santander,Zapatoca,Pinus patula,Rolliza,ICA,85
2017,I,II,Sucre,Palmito,Cedrela odorata L.,Bloque,ICA,100
2017,I,II,Sucre,Palmito,Tabebuia rosea,Bloque,ICA,165
2017,I,II,Sucre,San Onofre,Tabebuia rosea,Bloque,ICA,573
2017,I,II,Sucre,San Onofre,Tabebuia rosea,Otros,ICA,48
2017,I,II,Sucre,San Onofre,Tabebuia rosea,Rolliza,ICA,47
2017,I,II,Sucre,San Onofre,Tectona grandis L. Fil,Bloque,ICA,32
2017,I,II,Sucre,San Onofre,Tectona grandis L. Fil,Rolliza,ICA,2965
2017,I,II,Sucre,Tolú,Tabebuia rosea,Bloque,ICA,20
2017,I,II,Sucre,Tolú Viejo,Cedrela odorata L.,Bloque,ICA,10
2017,I,II,Sucre,Tolú Viejo,Tabebuia rosea,Bloque,ICA,449
2017,I,II,Sucre,Tolú Viejo,Tectona grandis L. Fil,Bloque,ICA,8
2017,I,II,Sucre,Tolú Viejo,Tectona grandis L. Fil,Cercos,ICA,24
2017,I,II,Sucre,Tolú Viejo,Tectona grandis L. Fil,Rolliza,ICA,39
2017,I,II,Tolima,Anzoategui,Eucalyptus globulus,Postes,ICA,14
2017,I,II,Tolima,Anzoategui,Eucalyptus grandis,Bloque,ICA,8
2017,I,II,Tolima,Herveo,Pinus patula,Rolliza,ICA,2716
2017,I,II,Tolima,Ibagué,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,28
2017,I,II,Tolima,Ibagué,Cupressus lusitanica Mill.,Postes,ICA,10
2017,I,II,Tolima,Ibagué,Eucalyptus globulus,Bloque,ICA,1
2017,I,II,Tolima,Ibagué,Eucalyptus grandis,Postes,ICA,4
2017,I,II,Tolima,Ibagué,Pinus patula,Bloque,ICA,5
2017,I,II,Tolima,Ibagué,Pinus patula,Postes,ICA,6
2017,I,II,Tolima,Líbano,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,75
2017,I,II,Tolima,Líbano,Eucalyptus grandis,Bloque,ICA,79
2017,I,II,Tolima,Mariquita,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,20
2017,I,II,Tolima,Murillo,Cupressus lusitanica Mill.,Bloque,ICA,12
2017,I,II,Tolima,Murillo,Eucalyptus globulus,Bloque,ICA,27
2017,I,II,Tolima,Murillo,Eucalyptus globulus,Postes,ICA,138
2017,I,II,Tolima,Murillo,Eucalyptus grandis,Postes,ICA,7
2017,I,II,Tolima,San Antonio,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,14
2017,I,II,Tolima,Venadillo,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,10
2017,I,II,Tolima,Villahermosa,Cupressus lusitanica Mill.,Bloque,ICA,13
2017,I,II,Tolima,Villahermosa,Eucalyptus globulus,Bloque,ICA,6
2017,I,II,Tolima,Villahermosa,Eucalyptus grandis,Bloque,ICA,32
2017,I,II,Valle Del Cauca,Argelia,Cupressus lusitanica Mill.,Bloque,ICA,29
2017,I,II,Valle Del Cauca,Argelia,Cupressus lusitanica Mill.,Postes,ICA,6
2017,I,II,Valle Del Cauca,Argelia,Eucalyptus grandis,Postes,ICA,9
2017,I,II,Valle Del Cauca,Bolívar,Eucalyptus grandis,Pulpa,ICA,5783
2017,I,II,Valle Del Cauca,Caicedonia,Eucalyptus grandis,Pulpa,ICA,8612
2017,I,II,Valle Del Cauca,Caicedonia,Pinus patula,Madera troceada,ICA,299
2017,I,II,Valle Del Cauca,Caicedonia,Pinus patula,Pulpa,ICA,2801
2017,I,II,Valle Del Cauca,Dagua,Pinus tecunumanii,Pulpa,ICA,7
2017,I,II,Valle Del Cauca,El Cairo,Acacia decurrens,Bloque,ICA,2
2017,I,II,Valle Del Cauca,El Cairo,Cupressus lusitanica Mill.,Bloque,ICA,14
2017,I,II,Valle Del Cauca,El Cairo,Cupressus lusitanica Mill.,Cercos,ICA,3
2017,I,II,Valle Del Cauca,El Cairo,Cupressus lusitanica Mill.,Rolliza,ICA,14
2017,I,II,Valle Del Cauca,El Cairo,Eucalyptus grandis,Bloque,ICA,2
2017,I,II,Valle Del Cauca,El Cairo,Eucalyptus grandis,Cercos,ICA,6
2017,I,II,Valle Del Cauca,El Cairo,Eucalyptus grandis,Otros,ICA,3
2017,I,II,Valle Del Cauca,El Cairo,Pinus maximinoi H.E. Moore,Bloque,ICA,4
2017,I,II,Valle Del Cauca,El Cairo,Pinus maximinoi H.E. Moore,Rolliza,ICA,2
2017,I,II,Valle Del Cauca,El Cairo,Pinus patula,Bloque,ICA,10
2017,I,II,Valle Del Cauca,El Cairo,Pinus patula,Rolliza,ICA,20
2017,I,II,Valle Del Cauca,El Cairo,Pinus tecunumanii,Bloque,ICA,9
2017,I,II,Valle Del Cauca,El Cairo,Pinus tecunumanii,Rolliza,ICA,7
2017,I,II,Valle Del Cauca,El Darien (Calima),Eucalyptus grandis,Bloque,ICA,26
2017,I,II,Valle Del Cauca,El Darien (Calima),Eucalyptus grandis,Madera troceada,ICA,11
2017,I,II,Valle Del Cauca,El Darien (Calima),Eucalyptus grandis,Postes,ICA,12
2017,I,II,Valle Del Cauca,El Darien (Calima),Eucalyptus grandis,Pulpa,ICA,3537
2017,I,II,Valle Del Cauca,El Darien (Calima),Pinus maximinoi H.E. Moore,Pulpa,ICA,334
2017,I,II,Valle Del Cauca,El Darien (Calima),Pinus tecunumanii,Bloque,ICA,465
2017,I,II,Valle Del Cauca,El Darien (Calima),Pinus tecunumanii,Madera troceada,ICA,22
2017,I,II,Valle Del Cauca,El Darien (Calima),Pinus tecunumanii,Pulpa,ICA,2188
2017,I,II,Valle Del Cauca,La Cumbre,Eucalyptus grandis,Madera troceada,ICA,83
2017,I,II,Valle Del Cauca,La Cumbre,Eucalyptus grandis,Pulpa,ICA,11648
2017,I,II,Valle Del Cauca,La Cumbre,Eucalyptus urograndis,Pulpa,ICA,1664
2017,I,II,Valle Del Cauca,La Cumbre,Pinus kesiya,Madera troceada,ICA,1081
2017,I,II,Valle Del Cauca,La Cumbre,Pinus kesiya,Pulpa,ICA,3164
2017,I,II,Valle Del Cauca,La Cumbre,Pinus oocarpa,Bloque,ICA,10
2017,I,II,Valle Del Cauca,La Cumbre,Pinus oocarpa,Rolliza,ICA,36
2017,I,II,Valle Del Cauca,La Cumbre,Pinus tecunumanii,Madera troceada,ICA,631
2017,I,II,Valle Del Cauca,La Cumbre,Pinus tecunumanii,Otros,ICA,13
2017,I,II,Valle Del Cauca,La Cumbre,Pinus tecunumanii,Pulpa,ICA,3344
2017,I,II,Valle Del Cauca,Palmira,Eucalyptus grandis,Postes,ICA,123
2017,I,II,Valle Del Cauca,Palmira,Eucalyptus grandis,Pulpa,ICA,1001
2017,I,II,Valle Del Cauca,Palmira,Pinus maximinoi H.E. Moore,Bloque,ICA,120
2017,I,II,Valle Del Cauca,Palmira,Pinus maximinoi H.E. Moore,Pulpa,ICA,156
2017,I,II,Valle Del Cauca,Palmira,Pinus oocarpa,Bloque,ICA,108
2017,I,II,Valle Del Cauca,Palmira,Pinus oocarpa,Postes,ICA,267
2017,I,II,Valle Del Cauca,Palmira,Pinus oocarpa,Rolliza,ICA,12
2017,I,II,Valle Del Cauca,Palmira,Pinus patula,Madera troceada,ICA,1272
2017,I,II,Valle Del Cauca,Palmira,Pinus patula,Postes,ICA,50
2017,I,II,Valle Del Cauca,Palmira,Pinus patula,Pulpa,ICA,3364
2017,I,II,Valle Del Cauca,Restrepo,Eucalyptus grandis,Madera troceada,ICA,19
2017,I,II,Valle Del Cauca,Restrepo,Eucalyptus grandis,Postes,ICA,256
2017,I,II,Valle Del Cauca,Restrepo,Eucalyptus grandis,Pulpa,ICA,19224
2017,I,II,Valle Del Cauca,Restrepo,Eucalyptus urograndis,Postes,ICA,26
2017,I,II,Valle Del Cauca,Restrepo,Pinus kesiya,Madera troceada,ICA,305
2017,I,II,Valle Del Cauca,Restrepo,Pinus kesiya,Pulpa,ICA,5246
2017,I,II,Valle Del Cauca,Restrepo,Pinus tecunumanii,Pulpa,ICA,26
2017,I,II,Valle Del Cauca,Riofrío,Eucalyptus grandis,Pulpa,ICA,1503
2017,I,II,Valle Del Cauca,Riofrío,Eucalyptus urograndis,Pulpa,ICA,873
2017,I,II,Valle Del Cauca,Riofrío,Pinus maximinoi H.E. Moore,Pulpa,ICA,381
2017,I,II,Valle Del Cauca,Roldanillo,Eucalyptus grandis,Bloque,ICA,118
2017,I,II,Valle Del Cauca,Roldanillo,Eucalyptus grandis,Postes,ICA,44
2017,I,II,Valle Del Cauca,Sevilla,Eucalyptus grandis,Bloque,ICA,8
2017,I,II,Valle Del Cauca,Sevilla,Eucalyptus grandis,Postes,ICA,72
2017,I,II,Valle Del Cauca,Sevilla,Eucalyptus grandis,Pulpa,ICA,7747
2017,I,II,Valle Del Cauca,Sevilla,Pinus kesiya,Madera troceada,ICA,592
2017,I,II,Valle Del Cauca,Sevilla,Pinus kesiya,Pulpa,ICA,3911
2017,I,II,Valle Del Cauca,Sevilla,Pinus maximinoi H.E. Moore,Bloque,ICA,186
2017,I,II,Valle Del Cauca,Sevilla,Pinus maximinoi H.E. Moore,Madera troceada,ICA,24
2017,I,II,Valle Del Cauca,Sevilla,Pinus patula,Bloque,ICA,240
2017,I,II,Valle Del Cauca,Sevilla,Pinus patula,Madera troceada,ICA,24
2017,I,II,Valle Del Cauca,Sevilla,Pinus tecunumanii,Pulpa,ICA,19
2017,I,II,Valle Del Cauca,Trujillo,Eucalyptus grandis,Bloque,ICA,13
2017,I,II,Valle Del Cauca,Trujillo,Eucalyptus grandis,Madera troceada,ICA,15
2017,I,II,Valle Del Cauca,Trujillo,Eucalyptus grandis,Postes,ICA,99
2017,I,II,Valle Del Cauca,Trujillo,Eucalyptus grandis,Pulpa,ICA,16951
2017,I,II,Valle Del Cauca,Trujillo,Eucalyptus urograndis,Pulpa,ICA,19
2017,I,II,Valle Del Cauca,Tuluá,Cupressus lusitanica Mill.,Bloque,ICA,24
2017,I,II,Valle Del Cauca,Tuluá,Cupressus lusitanica Mill.,Tabla,ICA,31
2017,I,II,Valle Del Cauca,Tuluá,Eucalyptus grandis,Bloque,ICA,30
2017,I,II,Valle Del Cauca,Tuluá,Eucalyptus grandis,Cercos,ICA,90
2017,I,II,Valle Del Cauca,Tuluá,Eucalyptus grandis,Otros,ICA,10
2017,I,II,Valle Del Cauca,Tuluá,Eucalyptus grandis,Palanca de Mina,ICA,60
2017,I,II,Valle Del Cauca,Tuluá,Eucalyptus spp,Postes,ICA,48
2017,I,II,Valle Del Cauca,Tuluá,Pinus patula,Bloque,ICA,467
2017,I,II,Valle Del Cauca,Tuluá,Pinus patula,Otros,ICA,20
2017,I,II,Valle Del Cauca,Tuluá,Pinus patula,Tabla,ICA,795
2017,I,II,Valle Del Cauca,Vijes,Eucalyptus grandis,Pulpa,ICA,3119
2017,I,II,Valle Del Cauca,Vijes,Eucalyptus grandis,Rolliza,ICA,745
2017,I,II,Valle Del Cauca,Vijes,Pinus kesiya,Madera troceada,ICA,100
2017,I,II,Valle Del Cauca,Vijes,Pinus kesiya,Pulpa,ICA,689
2017,I,II,Valle Del Cauca,Vijes,Pinus tecunumanii,Pulpa,ICA,2362
2017,I,II,Valle Del Cauca,Yumbo,Eucalyptus grandis,Pulpa,ICA,52
2017,I,II,Valle Del Cauca,Yumbo,Eucalyptus urograndis,Pulpa,ICA,4406
2017,I,II,Vichada,Cumaribo,Pinus caribaea,Rolliza,ICA,590
2017,I,II,Vichada,La Primavera,Acacia mangium,Rolliza,ICA,56
2017,I,II,Vichada,Puerto Carreno,Acacia mangium,Tabla,ICA,18
2017,II,III,Antioquia,Abejorral,Cupressus lusitanica Mill.,Bloque,ICA,424
2017,II,III,Antioquia,Abejorral,Cupressus lusitanica Mill.,Rolliza,ICA,35
2017,II,III,Antioquia,Abejorral,Pinus patula,Bloque,ICA,1860
2017,II,III,Antioquia,Abejorral,Pinus patula,Otros,ICA,48
2017,II,III,Antioquia,Abejorral,Pinus patula,Pulpa,ICA,100
2017,II,III,Antioquia,Abejorral,Pinus patula,Rolliza,ICA,1087
2017,II,III,Antioquia,Abriaquí,Acacia decurrens,Bloque,ICA,1
2017,II,III,Antioquia,Abriaquí,Cupressus lusitanica Mill.,Limatón,ICA,40
2017,II,III,Antioquia,Amalfi,Pinus oocarpa,Rolliza,ICA,800
2017,II,III,Antioquia,Andes,Eucalyptus grandis,Bloque,ICA,374
2017,II,III,Antioquia,Andes,Eucalyptus grandis,Rolliza,ICA,160
2017,II,III,Antioquia,Andes,Pinus patula,Otros,ICA,1209
2017,II,III,Antioquia,Andes,Pinus tecunumanii,Bloque,ICA,927
2017,II,III,Antioquia,Angostura,Pinus maximinoi H.E. Moore,Pulpa,ICA,679
2017,II,III,Antioquia,Angostura,Pinus maximinoi H.E. Moore,Rolliza,ICA,104
2017,II,III,Antioquia,Angostura,Pinus patula,Bloque,ICA,560
2017,II,III,Antioquia,Angostura,Pinus patula,Postes,ICA,12
2017,II,III,Antioquia,Angostura,Pinus patula,Pulpa,ICA,16793
2017,II,III,Antioquia,Angostura,Pinus patula,Rolliza,ICA,14609
2017,II,III,Antioquia,Anza,Pinus patula,Bloque,ICA,187
2017,II,III,Antioquia,Apartadó,Gmelina arborea,Bloque,ICA,88
2017,II,III,Antioquia,Apartadó,Tabebuia rosea,Bloque,ICA,120
2017,II,III,Antioquia,Apartadó,Tectona grandis L. Fil,Bloque,ICA,146
2017,II,III,Antioquia,Apartadó,Tectona grandis L. Fil,Otros,ICA,20
2017,II,III,Antioquia,Apartadó,Tectona grandis L. Fil,Rolliza,ICA,270
2017,II,III,Antioquia,Arboletes,Cedrela odorata L.,Bloque,ICA,145
2017,II,III,Antioquia,Arboletes,Gmelina arborea,Otros,ICA,1370
2017,II,III,Antioquia,Arboletes,Tabebuia rosea,Bloque,ICA,2600
2017,II,III,Antioquia,Arboletes,Tectona grandis L. Fil,Bloque,ICA,385
2017,II,III,Antioquia,Arboletes,Tectona grandis L. Fil,Otros,ICA,20
2017,II,III,Antioquia,Arboletes,Tectona grandis L. Fil,Rolliza,ICA,1481
2017,II,III,Antioquia,Barbosa,Eucalyptus grandis,Pulpa,ICA,49
2017,II,III,Antioquia,Barbosa,Eucalyptus grandis,Rolliza,ICA,1204
2017,II,III,Antioquia,Barbosa,Eucalyptus spp,Bloque,ICA,454
2017,II,III,Antioquia,Barbosa,Eucalyptus spp,Pulpa,ICA,382
2017,II,III,Antioquia,Barbosa,Pinus oocarpa,Bloque,ICA,38
2017,II,III,Antioquia,Barbosa,Pinus patula,Bloque,ICA,72
2017,II,III,Antioquia,Barbosa,Pinus patula,Pulpa,ICA,88
2017,II,III,Antioquia,Bolívar,Eucalyptus spp,Bloque,ICA,34
2017,II,III,Antioquia,Cáceres,Acacia mangium,Rolliza,ICA,50
2017,II,III,Antioquia,Caicedo,Cupressus lusitanica Mill.,Bloque,ICA,21
2017,II,III,Antioquia,Caicedo,Pinus oocarpa,Bloque,ICA,97
2017,II,III,Antioquia,Caicedo,Pinus oocarpa,Rolliza,ICA,40
2017,II,III,Antioquia,Caicedo,Pinus patula,Bloque,ICA,14
2017,II,III,Antioquia,Caicedo,Pinus patula,Rolliza,ICA,8
2017,II,III,Antioquia,Caldas,Cupressus lusitanica Mill.,Bloque,ICA,378
2017,II,III,Antioquia,Caldas,Cupressus lusitanica Mill.,Otros,ICA,40
2017,II,III,Antioquia,Caldas,Cupressus lusitanica Mill.,Palanca de Mina,ICA,157
2017,II,III,Antioquia,Caldas,Cupressus lusitanica Mill.,Pulpa,ICA,424
2017,II,III,Antioquia,Caldas,Cupressus lusitanica Mill.,Rolliza,ICA,6174
2017,II,III,Antioquia,Caldas,Eucalyptus grandis,Bloque,ICA,21
2017,II,III,Antioquia,Caldas,Eucalyptus grandis,Otros,ICA,68
2017,II,III,Antioquia,Caldas,Eucalyptus grandis,Pulpa,ICA,38
2017,II,III,Antioquia,Caldas,Eucalyptus grandis,Rolliza,ICA,93
2017,II,III,Antioquia,Caldas,Eucalyptus spp,Bloque,ICA,90
2017,II,III,Antioquia,Caldas,Eucalyptus spp,Palanca de Mina,ICA,112
